id,reader,number,name,read_surat_link,download_surat_link,surat_time
,18,96,Surat  Al-'Alaq,https://www.quran.com/96,https://download.quranicaudio.com/quran/abdulazeez_al-ahmad/096.mp3,01:11
,18,97,Surat  Al-Qadr,https://www.quran.com/97,https://download.quranicaudio.com/quran/abdulazeez_al-ahmad/097.mp3,00:26
,18,98,Surat  Al-Bayyinah,https://www.quran.com/98,https://download.quranicaudio.com/quran/abdulazeez_al-ahmad/098.mp3,01:20
,18,99,Surat  Az-Zalzalah,https://www.quran.com/99,https://download.quranicaudio.com/quran/abdulazeez_al-ahmad/099.mp3,00:33
,18,100,Surat  Al-'Adiyat,https://www.quran.com/100,https://download.quranicaudio.com/quran/abdulazeez_al-ahmad/100.mp3,00:46
,18,101,Surat  Al-Qari'ah,https://www.quran.com/101,https://download.quranicaudio.com/quran/abdulazeez_al-ahmad/101.mp3,00:33
,18,102,Surat  At-Takathur,https://www.quran.com/102,https://download.quranicaudio.com/quran/abdulazeez_al-ahmad/102.mp3,00:40
,18,103,Surat  Al-'Asr,https://www.quran.com/103,https://download.quranicaudio.com/quran/abdulazeez_al-ahmad/103.mp3,00:15
,18,104,Surat  Al-Humazah,https://www.quran.com/104,https://download.quranicaudio.com/quran/abdulazeez_al-ahmad/104.mp3,00:29
,18,105,Surat  Al-Fil,https://www.quran.com/105,https://download.quranicaudio.com/quran/abdulazeez_al-ahmad/105.mp3,00:23
,18,106,Surat  Quraysh,https://www.quran.com/106,https://download.quranicaudio.com/quran/abdulazeez_al-ahmad/106.mp3,00:19
,18,107,Surat  Al-Ma'un,https://www.quran.com/107,https://download.quranicaudio.com/quran/abdulazeez_al-ahmad/107.mp3,00:30
,18,108,Surat  Al-Kawthar,https://www.quran.com/108,https://download.quranicaudio.com/quran/abdulazeez_al-ahmad/108.mp3,00:10
,18,109,Surat  Al-Kafirun,https://www.quran.com/109,https://download.quranicaudio.com/quran/abdulazeez_al-ahmad/109.mp3,00:21
,18,110,Surat  An-Nasr,https://www.quran.com/110,https://download.quranicaudio.com/quran/abdulazeez_al-ahmad/110.mp3,00:20
,18,111,Surat  Al-Masad,https://www.quran.com/111,https://download.quranicaudio.com/quran/abdulazeez_al-ahmad/111.mp3,00:21
,18,112,Surat  Al-Ikhlas,https://www.quran.com/112,https://download.quranicaudio.com/quran/abdulazeez_al-ahmad/112.mp3,00:10
,18,113,Surat  Al-Falaq,https://www.quran.com/113,https://download.quranicaudio.com/quran/abdulazeez_al-ahmad/113.mp3,00:18
,18,114,Surat  An-Nas,https://www.quran.com/114,https://download.quranicaudio.com/quran/abdulazeez_al-ahmad/114.mp3,00:26
